"id","text","section_code","section_name","source_version","source_scope","kind","tone","rarity","char_count","skill","mental","money","ai"
"222","我没摸鱼，我在等环境","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","10","0","3","0","0"
"223","不是我慢，是编译器想聊聊","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","12","0","3","0","0"
"224","这行注释比逻辑诚实","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","9","0","3","0","0"
"225","没人敢删的代码，通常都在运行","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","14","0","3","0","0"
"226","程序不报错的时候，我更害怕","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","13","0","3","0","0"
"227","这个功能终于稳定地不稳定了","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","13","0","3","0","0"
"228","你的需求很简单，我的表情不是","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","14","0","3","0","0"
"229","改完这版，我就去睡。第六次了","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","14","0","3","0","0"
"230","需求未死，只是换了个说法","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","12","0","3","0","0"
"231","看懂了，不代表敢动","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","9","0","3","0","0"
"232","写代码像搭桥，排障像补洞","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","12","0","3","0","0"
"233","我们不是没测试，我们在生产测","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","14","0","3","0","0"
"234","临时方案待了三年","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","8","0","3","0","0"
"235","今天状态不错，适合回滚","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","11","0","3","0","0"
"236","这段代码一看就很有历史","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","11","0","3","0","0"
"237","不是不优雅，是项目赶时间","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","12","0","3","0","0"
"238","交付了功能，失去了周末","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","11","0","3","0","0"
"239","修好了问题，制造了传说","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","11","0","3","0","0"
"240","工程师的浪漫，是周五别报警","L","冷幽默与工程师自嘲","2026-06-17","work-core","joke","wry","common","13","0","3","0","0"
"241","凌晨两点，还在和睡意拉扯。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"242","咖啡续命，明天再早睡。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","11","0","-3","0","0"
"243","外卖到了，胃口没到。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","10","0","-3","0","0"
"244","冰箱很空，IDE 很满。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","12","0","-3","0","0"
"245","一个人做饭，洗碗才是主线。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"246","不是不会做饭，是懒得刷锅。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"247","下班回家，只想躺着回消息。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"248","周末不是自由，是补觉窗口。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"249","代码能跑了，家里还没收拾。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"250","租的房不大，装下了全部疲惫。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"251","离公司近一点，离生活远一点。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"252","房租省下来了，舒适度也省了。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"253","合租最怕的不是吵，是没边界。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"254","独居久了，门铃都会吓一跳。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"255","城市很大，能待着的角落很小。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"256","通勤一小时，情绪先下班了。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"257","地铁挤完，社交额度清零。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","12","0","-3","0","0"
"258","回到家时，晚饭已经太晚。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","12","0","-3","0","0"
"259","不想上班，也不想搬家。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","11","0","-3","0","0"
"260","远程省了通勤，没省掉孤独。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"261","没人打扰，也没人说话。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","11","0","-3","0","0"
"262","一天没开口，Slack 倒是很热闹。","M","生活与日常生存","2026-06-18","full-spectrum","life","wry","common","18","0","-2","0","0"
"263","人在家里，脑子还在工位。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","12","0","-3","0","0"
"264","WFH 久了，出门像开支线任务。","M","生活与日常生存","2026-06-18","full-spectrum","life","wry","common","16","0","-2","0","0"
"265","有些人想进办公室，只是想见人。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","15","0","-3","0","0"
"266","有些人想回家，只是想做自己。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"267","恋爱不是难，是没精力经营。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"268","不是不想结婚，是先想活明白。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"269","异地恋最难的不是远，是累。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"270","婚后聊天，常常像同步需求。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"271","有了孩子以后，时间变成稀缺资源。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","16","0","-3","0","0"
"272","陪伴家人，也需要提前排期。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"273","周末想出去，身体说先躺会儿。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"274","假期第一天，只想把闹钟关掉。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"275","旅游像逃生舱，不像度假村。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"276","换个城市，也许先换种活法。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"277","不是喜欢省钱，是开始怕风险。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"278","消费降级后，快乐也得打折。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"279","存款在涨，欲望在降。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","10","0","-3","0","0"
"280","买菜的时候，比写代码更清醒。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"281","以前想吃好的，现在想睡好的。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"282","养猫养狗，是给生活加个心跳声。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","15","0","-3","0","0"
"283","宠物在等你，比消息更真诚。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","13","0","-3","0","0"
"284","房间收拾干净了，人还是很乱。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"285","今天也想辞职，明天还要打卡。","M","生活与日常生存","2026-06-18","full-spectrum","life","resonant","common","14","0","-3","0","0"
"286","收藏了，不等于学会了。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","11","2","-4","0","0"
"287","这个教程先存着，改天一定看。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","14","2","-4","0","0"
"288","收藏夹已经会了，我还没会。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","13","2","-4","0","0"
"289","又开了一门课，上一门还停在 12%。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","18","2","-4","0","0"
"290","看教程的时候像会了，自己写就不会了。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","18","2","-4","0","0"
"291","一跟着敲就顺，一脱离视频就卡。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","15","2","-4","0","0"
"292","学了三天新框架，第四天它又更新了。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","17","2","-4","0","0"
"293","工具越关注越多，真正打开的只有那两个。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","19","2","-4","0","0"
"294","今天学新工具，明天换新概念。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","14","2","-4","0","0"
"295","还没开始做项目，先把资源囤满了。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","16","2","-4","0","0"
"296","一边看路线图，一边怀疑人生。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","14","2","-4","0","0"
"297","想系统学习，结果先系统焦虑了。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","15","2","-4","0","0"
"298","教程看了不少，作品一个没有。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","14","2","-4","0","0"
"299","看懂了原理，不代表写得出来。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","14","2","-4","0","0"
"300","会搜答案，不代表会解问题。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","13","2","-4","0","0"
"301","文档一打开就困，报错一出现就清醒。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","17","2","-4","0","0"
